stubhubID,vividseatsID,stubhubTitle,vividseatsTitle,Score 1,stubhubPrice,vividseatsPrice,Score 2,Match Score
STUB - 1,VIVID - 79,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Philadelphia Phillies at Baltimore Orioles,64.51612903225806,52,76,0.0,64.51612903225806
STUB - 1,VIVID - 19,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Boston Red Sox at Miami Marlins,33.33333333333333,52,59,50.0,50.0
STUB - 1,VIVID - 20,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,San Francisco Giants at Miami Marlins,33.33333333333333,52,54,50.0,50.0
STUB - 1,VIVID - 24,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Chicago Cubs at Pittsburgh Pirates,32.32323232323232,52,53,50.0,50.0
STUB - 1,VIVID - 25,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Houston Astros at Pittsburgh Pirates,33.66336633663366,52,56,50.0,50.0
STUB - 1,VIVID - 31,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,San Diego Padres at Pittsburgh Pirates,36.89320388349515,52,58,50.0,50.0
STUB - 1,VIVID - 38,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Detroit Tigers at Pittsburgh Pirates,37.62376237623762,52,92,50.0,50.0
STUB - 1,VIVID - 44,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Washington Nationals at Philadelphia Phillies,34.54545454545455,52,82,50.0,50.0
STUB - 1,VIVID - 45,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Atlanta Braves at Philadelphia Phillies,32.69230769230769,52,95,50.0,50.0
STUB - 1,VIVID - 48,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,San Francisco Giants at Philadelphia Phillies,34.54545454545455,52,56,50.0,50.0
STUB - 1,VIVID - 54,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Boston Red Sox at Philadelphia Phillies,34.61538461538461,52,62,50.0,50.0
STUB - 1,VIVID - 60,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Tampa Bay Rays at New York Yankees,38.38383838383838,52,59,50.0,50.0
STUB - 1,VIVID - 66,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Chicago White Sox at New York Yankees,33.33333333333333,52,57,50.0,50.0
STUB - 1,VIVID - 71,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Boston Red Sox at New York Yankees,38.38383838383838,52,65,50.0,50.0
STUB - 1,VIVID - 85,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Colorado Rockies at Washington Nationals,38.095238095238095,52,57,50.0,50.0
STUB - 1,VIVID - 86,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Cincinnati Reds at Washington Nationals,38.46153846153846,52,85,50.0,50.0
STUB - 1,VIVID - 9,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Atlanta Braves at Miami Marlins,33.33333333333333,52,56,50.0,50.0
STUB - 1,VIVID - 90,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,New York Mets at Washington Nationals,33.33333333333333,52,58,50.0,50.0
STUB - 1,VIVID - 95,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Tampa Bay Rays at Washington Nationals,38.83495145631068,52,92,50.0,50.0
STUB - 1,VIVID - 99,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Atlanta Braves at Washington Nationals,34.95145631067962,52,55,50.0,50.0
